Date,BCI,BCIp,BCIg
09/02/1967,100.0,100.0,0.0
16/02/1967,100.0,99.5,0.0
23/02/1967,99.6,93.1,0.0
02/03/1967,99.8,96.4,0.0
09/03/1967,99.9,98.7,0.0
16/03/1967,99.7,94.6,0.0
23/03/1967,99.9,98.4,0.0
30/03/1967,99.9,97.6,0.0
06/04/1967,99.2,85.8,0.0
13/04/1967,98.5,75.1,0.0
20/04/1967,98.9,82.2,0.0
27/04/1967,99.8,96.6,0.0
04/05/1967,100.4,100.0,0.0
11/05/1967,100.5,100.0,0.0
18/05/1967,100.1,93.4,0.0
25/05/1967,99.8,88.3,0.0
01/06/1967,100.2,95.6,0.0
08/06/1967,100.6,100.0,0.0
15/06/1967,101.4,100.0,0.0
22/06/1967,101.8,100.0,0.0
29/06/1967,102.0,100.0,0.0
06/07/1967,102.3,100.0,0.0
13/07/1967,103.1,100.0,0.0
20/07/1967,103.2,100.0,0.0
27/07/1967,103.2,99.8,0.0
03/08/1967,103.4,100.0,0.0
10/08/1967,103.4,99.9,0.0
17/08/1967,103.4,100.0,0.0
24/08/1967,103.6,100.0,0.0
31/08/1967,103.5,98.0,0.0
07/09/1967,104.0,100.0,0.0
14/09/1967,104.3,100.0,0.0
21/09/1967,104.9,100.0,0.0
28/09/1967,104.9,100.0,0.0
05/10/1967,104.7,96.7,0.0
12/10/1967,104.9,99.7,0.0
19/10/1967,104.5,93.0,0.0
26/10/1967,104.5,93.1,0.0
02/11/1967,104.6,94.3,0.0
09/11/1967,104.2,87.9,0.0
16/11/1967,104.1,87.5,0.0
23/11/1967,104.7,97.2,0.0
30/11/1967,106.1,100.0,0.0
07/12/1967,106.7,100.0,0.0
14/12/1967,107.3,100.0,0.0
21/12/1967,107.4,100.0,0.0
28/12/1967,106.6,87.4,0.0
04/01/1968,106.2,81.2,0.0
11/01/1968,106.3,82.3,0.0
18/01/1968,106.4,83.7,0.0
25/01/1968,105.6,71.7,0.0
01/02/1968,105.0,62.7,12.3
08/02/1968,104.9,60.5,11.3
15/02/1968,104.2,49.2,10.1
22/02/1968,104.2,49.3,9.2
29/02/1968,104.3,51.9,8.7
07/03/1968,103.6,40.9,7.9
14/03/1968,104.1,48.7,7.7
21/03/1968,104.1,48.5,7.5
28/03/1968,104.7,57.4,7.5
04/04/1968,105.9,76.7,8.5
11/04/1968,107.2,96.9,9.8
18/04/1968,108.5,100.0,11.7
25/04/1968,108.3,97.3,13.1
02/05/1968,108.7,100.0,14.2
09/05/1968,108.9,100.0,14.6
16/05/1968,108.8,98.3,14.4
23/05/1968,108.2,90.3,14.1
30/05/1968,108.9,100.0,13.8
06/06/1968,109.7,100.0,13.9
13/06/1968,110.6,100.0,14.4
20/06/1968,110.2,93.9,15.0
27/06/1968,109.5,84.2,15.0
04/07/1968,109.2,78.5,14.4
11/07/1968,109.7,87.3,13.7
18/07/1968,109.2,79.4,13.0
25/07/1968,108.6,69.7,12.2
01/08/1968,108.4,66.8,11.6
08/08/1968,108.4,66.6,10.8
15/08/1968,108.2,64.4,10.1
22/08/1968,108.1,62.6,9.7
29/08/1968,108.4,67.5,9.6
05/09/1968,108.9,73.9,9.6
12/09/1968,109.9,90.4,10.2
19/09/1968,110.3,96.2,11.1
26/09/1968,111.2,100.0,12.2
03/10/1968,111.6,100.0,13.2
10/10/1968,112.0,100.0,14.0
17/10/1968,111.9,98.5,14.5
24/10/1968,112.4,100.0,14.8
31/10/1968,112.4,100.0,14.9
07/11/1968,112.3,99.4,14.8
14/11/1968,112.8,100.0,14.9
21/11/1968,113.3,100.0,15.0
28/11/1968,113.3,99.4,15.2
05/12/1968,114.1,100.0,15.7
12/12/1968,114.0,99.0,16.0
19/12/1968,113.8,95.5,15.9
26/12/1968,113.2,87.2,15.7
02/01/1969,112.7,78.7,14.7
09/01/1969,111.6,62.3,13.3
16/01/1969,110.8,51.0,11.7
23/01/1969,111.0,53.7,10.4
30/01/1969,111.9,68.0,9.9
06/02/1969,112.5,75.5,10.1
13/02/1969,112.6,77.6,10.7
20/02/1969,112.5,75.9,11.2
27/02/1969,110.8,51.1,10.4
06/03/1969,110.5,46.3,9.2
13/03/1969,110.4,46.0,7.9
20/03/1969,110.2,43.0,6.7
27/03/1969,110.7,50.1,6.4
03/04/1969,111.7,65.0,6.8
10/04/1969,112.4,74.4,7.4
17/04/1969,112.6,77.2,8.3
24/04/1969,112.7,79.7,9.0
01/05/1969,113.1,84.6,9.4
08/05/1969,113.9,97.1,10.0
15/05/1969,114.3,100.0,10.6
22/05/1969,114.1,96.6,11.0
29/05/1969,113.7,91.9,11.1
05/06/1969,113.4,86.6,10.7
12/06/1969,113.2,83.8,10.0
19/06/1969,112.4,72.3,9.1
26/06/1969,111.8,62.8,8.1
03/07/1969,111.8,63.6,7.4
10/07/1969,111.9,65.4,6.7
17/07/1969,110.3,41.3,5.7
24/07/1969,109.4,28.5,4.6
31/07/1969,108.5,14.6,3.1
07/08/1969,108.6,16.0,1.6
14/08/1969,108.3,12.5,0.8
21/08/1969,108.8,19.5,0.5
28/08/1969,109.0,21.6,0.7
04/09/1969,109.1,22.9,0.9
11/09/1969,108.6,16.0,1.0
18/09/1969,108.3,11.2,0.7
25/09/1969,108.2,10.1,0.4
02/10/1969,107.5,0.1,-0.2
09/10/1969,107.1,-6.2,-0.7
16/10/1969,107.1,-6.3,-1.1
23/10/1969,107.5,0.3,-1.3
30/10/1969,107.2,-5.0,-1.3
06/11/1969,106.5,-14.5,-1.4
13/11/1969,106.4,-16.3,-1.5
20/11/1969,105.8,-24.7,-2.1
27/11/1969,104.8,-39.7,-2.9
04/12/1969,104.6,-42.3,-3.4
11/12/1969,103.5,-58.0,-4.4
18/12/1969,102.8,-68.9,-5.4
25/12/1969,102.6,-71.4,-6.0
01/01/1970,103.1,-65.3,-6.3
08/01/1970,103.1,-65.0,-6.2
15/01/1970,102.5,-73.5,-6.0
22/01/1970,101.6,-86.1,-6.2
29/01/1970,100.8,-98.0,-6.8
05/02/1970,99.8,-112.4,-7.9
12/02/1970,99.8,-113.6,-8.7
19/02/1970,99.7,-115.3,-9.2
26/02/1970,99.3,-120.8,-9.5
05/03/1970,99.5,-117.3,-9.3
12/03/1970,99.2,-122.3,-9.2
19/03/1970,98.5,-131.9,-9.3
26/03/1970,98.3,-135.1,-9.4
02/04/1970,97.2,-152.0,-10.0
09/04/1970,95.7,-173.2,-11.1
16/04/1970,94.3,-193.4,-12.4
23/04/1970,93.1,-211.8,-14.2
30/04/1970,91.7,-232.7,-15.9
07/05/1970,90.2,-253.7,-17.6
14/05/1970,88.9,-273.7,-19.3
21/05/1970,87.4,-295.2,-21.0
28/05/1970,86.7,-306.3,-22.3
04/06/1970,88.6,-277.9,-22.3
11/06/1970,88.8,-275.3,-21.7
18/06/1970,88.5,-279.3,-20.6
25/06/1970,88.8,-274.9,-19.0
02/07/1970,88.1,-285.4,-18.6
09/07/1970,87.7,-291.0,-18.3
16/07/1970,88.4,-281.3,-17.7
23/07/1970,89.1,-270.4,-16.9
30/07/1970,89.5,-265.2,-15.7
06/08/1970,89.2,-269.0,-14.4
13/08/1970,88.9,-273.9,-13.6
20/08/1970,88.7,-276.6,-13.1
27/08/1970,89.6,-262.5,-12.5
03/09/1970,89.8,-260.7,-11.6
10/09/1970,89.8,-260.6,-10.6
17/09/1970,89.4,-265.3,-9.6
24/09/1970,89.0,-271.4,-9.2
01/10/1970,89.4,-265.5,-8.8
08/10/1970,89.8,-260.0,-8.1
15/10/1970,89.1,-270.4,-7.7
22/10/1970,88.4,-280.0,-7.3
29/10/1970,88.6,-277.3,-7.1
05/11/1970,88.7,-276.4,-7.0
12/11/1970,88.8,-274.8,-6.5
19/11/1970,88.3,-282.6,-5.9
26/11/1970,87.9,-287.9,-5.7
03/12/1970,88.6,100.0,-5.1
10/12/1970,89.1,100.0,-4.3
17/12/1970,89.3,100.0,-3.2
24/12/1970,89.7,100.0,-1.7
31/12/1970,90.3,100.0,-0.3
07/01/1971,91.0,100.0,1.2
14/01/1971,91.8,100.0,3.0
21/01/1971,92.3,100.0,4.8
28/01/1971,93.3,100.0,6.9
04/02/1971,94.0,100.0,8.9
11/02/1971,94.5,100.0,10.7
18/02/1971,94.8,100.0,12.4
25/02/1971,94.8,100.0,13.5
04/03/1971,94.8,100.0,14.2
11/03/1971,95.5,100.0,15.0
18/03/1971,95.7,100.0,15.7
25/03/1971,95.7,100.0,16.4
01/04/1971,95.4,93.6,16.8
08/04/1971,95.4,93.4,16.9
15/04/1971,95.7,99.9,17.0
22/04/1971,95.8,100.0,17.1
29/04/1971,96.6,100.0,17.8
06/05/1971,97.2,100.0,18.8
13/05/1971,97.2,100.0,19.4
20/05/1971,97.0,95.5,19.8
27/05/1971,96.8,92.3,19.5
03/06/1971,96.8,92.8,18.9
10/06/1971,97.1,98.5,18.4
17/06/1971,97.1,97.2,18.1
24/06/1971,96.6,89.1,17.5
01/07/1971,96.4,85.7,16.9
08/07/1971,96.7,90.1,16.3
15/07/1971,97.0,95.6,15.9
22/07/1971,96.8,92.6,15.6
29/07/1971,97.3,100.0,15.7
05/08/1971,96.7,90.3,15.4
12/08/1971,96.4,84.8,14.8
19/08/1971,97.2,98.0,14.6
26/08/1971,98.0,100.0,14.7
02/09/1971,98.4,100.0,15.2
09/09/1971,98.8,100.0,16.1
16/09/1971,98.6,96.5,16.5
23/09/1971,98.3,91.2,16.3
30/09/1971,97.5,78.8,15.4
07/10/1971,97.6,79.7,14.4
14/10/1971,97.8,83.0,13.6
21/10/1971,97.2,72.4,12.6
28/10/1971,96.8,66.4,11.9
04/11/1971,96.7,63.6,11.1
11/11/1971,96.7,64.7,10.1
18/11/1971,96.2,55.6,9.3
25/11/1971,96.5,61.8,8.8
02/12/1971,97.4,76.7,8.9
09/12/1971,98.8,99.7,9.6
16/12/1971,99.3,100.0,10.9
23/12/1971,100.4,100.0,12.6
30/12/1971,101.4,100.0,14.2
06/01/1972,102.4,100.0,15.7
13/01/1972,104.0,100.0,17.8
20/01/1972,104.7,100.0,19.6
27/01/1972,105.1,100.0,21.1
03/02/1972,105.6,100.0,22.2
10/02/1972,106.1,100.0,22.8
17/02/1972,106.2,100.0,23.1
24/02/1972,106.2,99.4,23.2
02/03/1972,106.8,100.0,23.3
09/03/1972,107.5,100.0,23.6
16/03/1972,107.7,100.0,23.9
23/03/1972,107.7,99.3,24.2
30/03/1972,107.9,100.0,24.2
06/04/1972,108.4,100.0,24.1
13/04/1972,108.9,100.0,24.2
20/04/1972,109.0,100.0,24.3
27/04/1972,108.5,92.2,24.1
04/05/1972,108.3,88.9,23.5
11/05/1972,108.1,86.2,22.5
18/05/1972,108.1,86.3,21.5
25/05/1972,108.9,97.3,21.2
01/06/1972,109.9,100.0,21.6
08/06/1972,110.1,100.0,22.1
15/06/1972,110.2,100.0,22.6
22/06/1972,110.5,100.0,22.9
29/06/1972,110.8,100.0,22.8
06/07/1972,110.8,100.0,22.6
13/07/1972,110.8,99.4,22.3
20/07/1972,110.0,87.9,21.4
27/07/1972,110.7,98.0,20.8
03/08/1972,111.1,100.0,20.4
10/08/1972,112.0,100.0,20.4
17/08/1972,113.0,100.0,21.3
24/08/1972,113.7,100.0,22.2
31/08/1972,113.9,100.0,23.0
07/09/1972,114.2,100.0,23.5
14/09/1972,113.9,94.8,23.3
21/09/1972,113.9,95.7,22.7
28/09/1972,115.2,100.0,22.8
05/10/1972,116.4,100.0,23.2
12/10/1972,117.0,100.0,24.0
19/10/1972,116.9,98.4,24.7
26/10/1972,117.7,100.0,25.2
02/11/1972,118.5,100.0,25.4
09/11/1972,119.4,100.0,25.8
16/11/1972,119.9,100.0,26.4
23/11/1972,120.5,100.0,26.8
30/11/1972,121.8,100.0,27.5
07/12/1972,122.4,100.0,28.0
14/12/1972,123.7,100.0,28.9
21/12/1972,123.9,100.0,29.6
28/12/1972,122.5,80.8,28.9
04/01/1973,122.8,85.6,28.1
11/01/1973,123.5,94.5,27.1
18/01/1973,123.9,99.7,26.2
25/01/1973,124.0,100.0,26.1
01/02/1973,124.2,100.0,26.0
08/02/1973,124.3,100.0,25.6
15/02/1973,124.8,100.0,25.3
22/02/1973,124.9,100.0,25.0
01/03/1973,124.5,94.7,24.4
08/03/1973,124.7,96.5,23.9
15/03/1973,125.3,100.0,23.5
22/03/1973,125.0,95.5,22.8
29/03/1973,123.9,80.4,21.8
05/04/1973,123.7,78.0,20.7
12/04/1973,123.9,80.5,19.5
19/04/1973,124.1,83.6,18.5
26/04/1973,124.0,81.8,18.0
03/05/1973,122.8,66.6,17.1
10/05/1973,123.6,77.1,16.4
17/05/1973,122.8,65.7,15.3
24/05/1973,121.8,52.4,13.8
31/05/1973,122.0,55.4,13.0
07/06/1973,120.7,38.6,11.3
14/06/1973,121.3,46.0,10.2
21/06/1973,120.5,36.0,9.3
28/06/1973,119.9,27.2,8.1
05/07/1973,119.7,24.9,7.4
12/07/1973,119.7,24.1,6.4
19/07/1973,120.0,28.4,5.9
26/07/1973,120.5,34.9,5.8
02/08/1973,120.7,38.4,5.9
09/08/1973,120.0,29.0,5.8
16/08/1973,118.9,14.5,5.0
23/08/1973,117.6,-3.6,3.6
30/08/1973,117.1,-10.3,2.0
06/09/1973,117.1,-10.6,0.7
13/09/1973,116.8,-14.4,-0.3
20/09/1973,116.6,-16.9,-0.8
27/09/1973,117.1,-10.6,-0.9
04/10/1973,117.2,-8.8,-0.9
11/10/1973,117.4,-6.7,-0.7
18/10/1973,117.5,-4.5,-0.4
25/10/1973,117.1,-9.9,-0.4
01/11/1973,117.1,-10.2,-0.5
08/11/1973,115.9,-25.6,-1.0
15/11/1973,115.4,-33.5,-1.8
22/11/1973,114.0,-51.5,-3.0
29/11/1973,112.9,-66.2,-4.5
06/12/1973,111.4,-86.5,-6.0
13/12/1973,111.9,-79.6,-7.1
20/12/1973,111.3,-88.0,-7.9
27/12/1973,110.5,-98.0,-8.5
03/01/1974,110.7,-96.2,-8.5
10/01/1974,110.5,-99.0,-8.7
17/01/1974,108.5,-125.5,-9.4
24/01/1974,108.4,-126.6,-9.9
31/01/1974,107.5,-139.1,-10.7
07/02/1974,106.6,-150.8,-11.7
14/02/1974,105.6,-164.4,-12.4
21/02/1974,105.2,-169.5,-13.2
28/02/1974,105.5,-165.7,-13.4
07/03/1974,105.6,-163.9,-13.3
14/03/1974,106.1,-157.6,-12.6
21/03/1974,105.8,-161.1,-11.9
28/03/1974,105.4,-167.2,-11.4
04/04/1974,104.3,-181.6,-11.4
11/04/1974,103.9,-187.3,-11.7
18/04/1974,103.8,-189.1,-12.0
25/04/1974,103.9,-186.6,-12.1
02/05/1974,103.3,-194.7,-11.9
09/05/1974,103.8,-188.9,-11.4
16/05/1974,103.7,-189.5,-10.9
23/05/1974,102.9,-200.0,-10.7
30/05/1974,102.5,-206.5,-10.5
06/06/1974,102.4,-206.9,-10.5
13/06/1974,103.1,-197.2,-10.2
20/06/1974,102.6,-204.4,-9.8
27/06/1974,102.1,-211.8,-9.5
04/07/1974,101.5,-219.4,-9.3
11/07/1974,100.5,-232.1,-9.9
18/07/1974,100.2,-237.3,-10.3
25/07/1974,100.5,-232.3,-10.4
01/08/1974,99.2,-249.8,-10.8
08/08/1974,98.4,-261.1,-11.1
15/08/1974,97.7,-270.6,-11.5
22/08/1974,95.8,-295.4,-12.9
29/08/1974,94.2,-317.3,-14.3
05/09/1974,93.5,-327.1,-15.7
12/09/1974,92.7,-336.7,-17.1
19/09/1974,91.1,-359.0,-18.3
26/09/1974,91.0,-360.5,-19.0
03/10/1974,89.0,-387.4,-20.1
10/10/1974,88.4,-395.3,-21.2
17/10/1974,90.0,-372.9,-20.9
24/10/1974,90.2,-371.5,-20.5
31/10/1974,89.2,-384.4,-19.7
07/11/1974,89.5,-379.6,-18.4
14/11/1974,89.0,-386.5,-18.1
21/11/1974,87.1,-412.9,-18.6
28/11/1974,85.0,-440.2,-19.6
05/12/1974,84.4,-449.2,-21.0
12/12/1974,82.0,-480.9,-23.2
19/12/1974,81.1,-492.8,-24.9
26/12/1974,80.0,-507.3,-26.2
02/01/1975,79.8,-510.7,-27.3
09/01/1975,79.8,-510.2,-27.4
16/01/1975,79.4,-515.4,-27.3
23/01/1975,78.8,-523.1,-27.1
30/01/1975,78.9,-522.6,-26.6
06/02/1975,79.1,-520.0,-26.2
13/02/1975,78.9,-522.5,-25.6
20/02/1975,78.9,-522.0,-24.8
27/02/1975,78.6,-526.6,-24.2
06/03/1975,78.4,-529.2,-23.7
13/03/1975,78.3,-530.9,-23.3
20/03/1975,77.9,-536.0,-22.9
27/03/1975,77.1,-546.8,-22.8
03/04/1975,76.9,100.0,-22.7
10/04/1975,76.0,80.9,-22.9
17/04/1975,76.4,89.0,-22.7
24/04/1975,76.5,91.9,-22.1
01/05/1975,76.7,95.8,-21.4
08/05/1975,77.4,100.0,-19.9
15/05/1975,77.6,100.0,-18.5
22/05/1975,77.5,97.0,-17.2
29/05/1975,78.0,100.0,-15.7
05/06/1975,78.9,100.0,-14.1
12/06/1975,78.9,99.9,-12.5
19/06/1975,79.0,100.0,-10.9
26/06/1975,79.9,100.0,-9.0
03/07/1975,80.7,100.0,-7.1
10/07/1975,81.4,100.0,-4.9
17/07/1975,81.7,100.0,-2.5
24/07/1975,81.7,98.2,-0.7
31/07/1975,80.6,77.5,0.1
07/08/1975,80.3,71.0,0.2
14/08/1975,80.4,71.4,0.2
21/08/1975,80.2,67.6,0.1
28/08/1975,80.3,69.5,0.7
04/09/1975,80.9,82.7,1.7
11/09/1975,81.1,87.7,2.8
18/09/1975,80.5,75.0,3.6
25/09/1975,81.1,87.1,4.7
02/10/1975,81.1,87.1,5.3
09/10/1975,81.6,97.0,6.1
16/10/1975,82.2,100.0,7.5
23/10/1975,83.0,100.0,9.1
30/10/1975,83.1,100.0,10.7
06/11/1975,83.0,97.8,11.9
13/11/1975,83.6,100.0,13.1
20/11/1975,84.1,100.0,14.1
27/11/1975,84.7,100.0,15.4
04/12/1975,85.6,100.0,17.2
11/12/1975,85.5,98.7,18.6
18/12/1975,86.1,100.0,19.9
25/12/1975,86.7,100.0,21.0
01/01/1976,88.0,100.0,22.4
08/01/1976,89.4,100.0,24.7
15/01/1976,90.3,100.0,27.1
22/01/1976,91.3,100.0,29.6
29/01/1976,91.9,100.0,31.7
05/02/1976,92.7,100.0,33.2
12/02/1976,93.2,100.0,34.5
19/02/1976,93.4,100.0,35.2
26/02/1976,93.5,100.0,35.5
04/03/1976,93.0,90.6,34.8
11/03/1976,93.1,92.2,33.8
18/03/1976,93.2,94.6,32.9
25/03/1976,93.4,97.6,31.9
01/04/1976,93.9,100.0,31.6
08/04/1976,94.2,100.0,31.5
15/04/1976,93.9,93.5,30.9
22/04/1976,94.2,99.2,30.5
29/04/1976,93.9,94.1,29.6
06/05/1976,93.5,85.8,28.1
13/05/1976,93.5,85.8,26.9
20/05/1976,93.2,80.7,25.3
27/05/1976,93.1,79.8,24.0
03/06/1976,93.1,79.3,23.0
10/06/1976,93.1,79.9,22.0
17/06/1976,93.5,86.2,21.4
24/06/1976,94.1,97.1,21.3
01/07/1976,93.7,90.5,21.0
08/07/1976,93.4,84.9,20.4
15/07/1976,93.8,92.3,20.0
22/07/1976,93.6,88.0,19.0
29/07/1976,93.7,90.1,18.4
05/08/1976,93.8,91.9,18.1
12/08/1976,94.1,97.2,17.6
19/08/1976,94.3,100.0,17.4
26/08/1976,94.7,100.0,17.4
02/09/1976,95.3,100.0,17.6
09/09/1976,95.8,100.0,17.9
16/09/1976,96.1,100.0,18.3
23/09/1976,96.5,100.0,18.6
30/09/1976,96.2,94.9,18.4
07/10/1976,95.5,82.5,17.5
14/10/1976,95.0,75.1,16.2
21/10/1976,94.7,70.3,14.6
28/10/1976,95.2,77.9,13.5
04/11/1976,95.8,89.4,13.1
11/11/1976,95.6,84.4,12.9
18/11/1976,95.6,84.3,12.8
25/11/1976,96.4,98.7,12.9
02/12/1976,96.7,100.0,12.9
09/12/1976,97.3,100.0,13.3
16/12/1976,98.0,100.0,14.1
23/12/1976,98.2,100.0,14.6
30/12/1976,99.2,100.0,15.5
06/01/1977,100.1,100.0,16.5
13/01/1977,100.2,100.0,17.2
20/01/1977,100.5,100.0,18.0
27/01/1977,100.6,100.0,18.3
03/02/1977,100.5,99.3,18.1
10/02/1977,100.4,97.8,17.8
17/02/1977,100.0,90.4,17.1
24/02/1977,100.0,90.3,16.5
03/03/1977,100.7,100.0,16.3
10/03/1977,101.4,100.0,16.5
17/03/1977,102.2,100.0,17.4
24/03/1977,102.4,100.0,18.4
31/03/1977,102.2,96.6,18.8
07/04/1977,102.2,96.6,18.9
14/04/1977,102.8,100.0,18.9
21/04/1977,103.1,100.0,18.9
28/04/1977,103.1,99.9,19.0
05/05/1977,103.7,100.0,19.4
12/05/1977,104.3,100.0,19.7
19/05/1977,104.7,100.0,20.1
26/05/1977,104.1,91.0,20.2
02/06/1977,103.4,79.2,19.6
09/06/1977,103.7,84.1,18.8
16/06/1977,104.0,88.9,17.9
23/06/1977,104.6,98.3,17.7
30/06/1977,104.7,100.0,18.0
07/07/1977,104.7,99.1,18.0
14/07/1977,104.9,100.0,18.1
21/07/1977,105.5,100.0,18.1
28/07/1977,105.6,100.0,18.0
04/08/1977,105.2,94.4,17.8
11/08/1977,105.2,94.2,17.5
18/08/1977,105.1,92.5,16.8
25/08/1977,104.8,86.9,15.9
01/09/1977,104.3,80.2,15.0
08/09/1977,104.6,84.6,14.3
15/09/1977,104.6,83.5,13.6
22/09/1977,104.3,80.3,13.0
29/09/1977,104.7,85.2,12.9
06/10/1977,105.3,95.2,12.9
13/10/1977,105.5,98.7,13.0
20/10/1977,105.2,93.7,13.0
